reclamo_ano,reclamo_mes_nro,reclamo_mes_nombre,reclamo_prestadora,reclamo_provincia,reclamo_grupo,reclamo_via_ingreso,reclamo_resolucion,reclamo_cantidad
2020,7,Julio,Distribuidora de Gas del Centro S.A.,Córdoba,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,838
2020,7,Julio,Distribuidora de Gas del Centro S.A.,La Rioja,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,24
2020,7,Julio,Distribuidora de Gas del Centro S.A.,Córdoba,III - GESTION DE PRESTACIONES,CORREO POSTAL,Procedente,1
2020,7,Julio,Distribuidora de Gas del Centro S.A.,Córdoba,III - GESTION DE PRESTACIONES,ENARGAS,Procedente,25
2020,7,Julio,Distribuidora de Gas del Centro S.A.,Córdoba,III - GESTION DE PRESTACIONES,ENARGAS,Improcedente,35
2020,7,Julio,Distribuidora de Gas del Centro S.A.,Córdoba,III - GESTION DE PRESTACIONES,LIBRO DE QUEJA,Procedente,1
2020,7,Julio,Distribuidora de Gas del Centro S.A.,Córdoba,III - GESTION DE PRESTACIONES,PERSONAL,Procedente,1
2020,7,Julio,Distribuidora de Gas del Centro S.A.,Córdoba,III - GESTION DE PRESTACIONES,PERSONAL,Improcedente,1
2020,7,Julio,Distribuidora de Gas del Centro S.A.,Córdoba,III - GESTION DE PRESTACIONES,TELEFONICO,Procedente,6
2020,7,Julio,Distribuidora de Gas del Centro S.A.,Córdoba,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,16
2020,7,Julio,Distribuidora de Gas del Centro S.A.,Catamarca,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,1
2020,7,Julio,Distribuidora de Gas del Centro S.A.,La Rioja,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,1
2020,7,Julio,GasNea S.A.,Entre Ríos,I - FACTURACION Y GESTION DE DEUDAS,CORREO ELECTRONICO,Improcedente,3
2020,7,Julio,GasNea S.A.,Entre Ríos,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Improcedente,6
2020,7,Julio,GasNea S.A.,Entre Ríos,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,6
2020,7,Julio,GasNea S.A.,Entre Ríos,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,18
2020,7,Julio,GasNea S.A.,Misiones,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,4
2020,7,Julio,GasNea S.A.,Entre Ríos,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,24
2020,7,Julio,GasNea S.A.,Entre Ríos,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,91
2020,7,Julio,GasNea S.A.,Misiones,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,30
2020,7,Julio,GasNea S.A.,Entre Ríos,III - GESTION DE PRESTACIONES,CORREO ELECTRONICO,Improcedente,1
2020,7,Julio,GasNea S.A.,Entre Ríos,III - GESTION DE PRESTACIONES,TELEFONICO,Procedente,1
2020,7,Julio,Gasnor S.A.,Tucumán,I - FACTURACION Y GESTION DE DEUDAS,CORREO ELECTRONICO,Procedente,1
2020,7,Julio,Gasnor S.A.,Salta,I - FACTURACION Y GESTION DE DEUDAS,CORREO ELECTRONICO,Procedente,1
2020,7,Julio,Gasnor S.A.,Salta,I - FACTURACION Y GESTION DE DEUDAS,CORREO ELECTRONICO,Improcedente,6
2020,7,Julio,Gasnor S.A.,Tucumán,I - FACTURACION Y GESTION DE DEUDAS,CORREO ELECTRONICO,Improcedente,4
2020,7,Julio,Gasnor S.A.,Santiago del Estero,I - FACTURACION Y GESTION DE DEUDAS,CORREO ELECTRONICO,Improcedente,2
2020,7,Julio,Gasnor S.A.,Tucumán,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Procedente,1
2020,7,Julio,Gasnor S.A.,Santiago del Estero,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Procedente,2
2020,7,Julio,Gasnor S.A.,Salta,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Improcedente,7
2020,7,Julio,Gasnor S.A.,Tucumán,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Improcedente,19
2020,7,Julio,Gasnor S.A.,Santiago del Estero,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Improcedente,3
2020,7,Julio,Gasnor S.A.,Santiago del Estero,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,24
2020,7,Julio,Gasnor S.A.,Tucumán,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,40
2020,7,Julio,Gasnor S.A.,Jujuy,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,23
2020,7,Julio,Gasnor S.A.,Salta,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,52
2020,7,Julio,Gasnor S.A.,Salta,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,427
2020,7,Julio,Gasnor S.A.,Tucumán,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,422
2020,7,Julio,Gasnor S.A.,Santiago del Estero,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,99
2020,7,Julio,Gasnor S.A.,Jujuy,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,77
2020,7,Julio,Gasnor S.A.,Salta,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,CORREO ELECTRONICO,Improcedente,1
2020,7,Julio,Gasnor S.A.,Salta,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Procedente,2
2020,7,Julio,Gasnor S.A.,Santiago del Estero,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Procedente,1
2020,7,Julio,Gasnor S.A.,Salta,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Improcedente,3
2020,7,Julio,Gasnor S.A.,Tucumán,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Improcedente,8
2020,7,Julio,Gasnor S.A.,Santiago del Estero,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Improcedente,3
2020,7,Julio,Gasnor S.A.,Tucumán,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,127
2020,7,Julio,Gasnor S.A.,Jujuy,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,18
2020,7,Julio,Gasnor S.A.,Salta,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,143
2020,7,Julio,Gasnor S.A.,Santiago del Estero,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,67
2020,7,Julio,Gasnor S.A.,Salta,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,403
2020,7,Julio,Gasnor S.A.,Santiago del Estero,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,329
2020,7,Julio,Gasnor S.A.,Jujuy,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,150
2020,7,Julio,Gasnor S.A.,Tucumán,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,455
2020,7,Julio,Gasnor S.A.,Salta,III - GESTION DE PRESTACIONES,CORREO ELECTRONICO,Procedente,1
2020,7,Julio,Gasnor S.A.,Santiago del Estero,III - GESTION DE PRESTACIONES,CORREO ELECTRONICO,Improcedente,1
2020,7,Julio,Gasnor S.A.,Tucumán,III - GESTION DE PRESTACIONES,PERSONAL,Procedente,5
2020,7,Julio,Gasnor S.A.,Salta,III - GESTION DE PRESTACIONES,PERSONAL,Improcedente,2
2020,7,Julio,Gasnor S.A.,Tucumán,III - GESTION DE PRESTACIONES,PERSONAL,Improcedente,2
2020,7,Julio,Gasnor S.A.,Santiago del Estero,III - GESTION DE PRESTACIONES,PERSONAL,Improcedente,1
2020,7,Julio,Gasnor S.A.,Santiago del Estero,III - GESTION DE PRESTACIONES,TELEFONICO,Procedente,4
2020,7,Julio,Gasnor S.A.,Jujuy,III - GESTION DE PRESTACIONES,TELEFONICO,Procedente,2
2020,7,Julio,Gasnor S.A.,Salta,III - GESTION DE PRESTACIONES,TELEFONICO,Procedente,3
2020,7,Julio,Gasnor S.A.,Tucumán,III - GESTION DE PRESTACIONES,TELEFONICO,Procedente,9
2020,7,Julio,Gasnor S.A.,Tucumán,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,11
2020,7,Julio,Gasnor S.A.,Jujuy,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,6
2020,7,Julio,Gasnor S.A.,Salta,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,6
2020,7,Julio,Gasnor S.A.,Santiago del Estero,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,2
2020,7,Julio,Litoral Gas S.A.,Santa Fe,I - FACTURACION Y GESTION DE DEUDAS,CORREO ELECTRONICO,Procedente,2
2020,7,Julio,Litoral Gas S.A.,Santa Fe,I - FACTURACION Y GESTION DE DEUDAS,CORREO ELECTRONICO,Improcedente,3
2020,7,Julio,Litoral Gas S.A.,Santa Fe,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Procedente,5
2020,7,Julio,Litoral Gas S.A.,Santa Fe,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Improcedente,12
2020,7,Julio,Litoral Gas S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Improcedente,2
2020,7,Julio,Litoral Gas S.A.,Santa Fe,I - FACTURACION Y GESTION DE DEUDAS,NOTA SIMPLE,Procedente,1
2020,7,Julio,Litoral Gas S.A.,Santa Fe,I - FACTURACION Y GESTION DE DEUDAS,NOTA SIMPLE,Improcedente,1
2020,7,Julio,Litoral Gas S.A.,Santa Fe,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Procedente,9
2020,7,Julio,Litoral Gas S.A.,Santa Fe,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Improcedente,45
2020,7,Julio,Litoral Gas S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Improcedente,2
2020,7,Julio,Litoral Gas S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,SITIO WEB,Procedente,2
2020,7,Julio,Litoral Gas S.A.,Santa Fe,I - FACTURACION Y GESTION DE DEUDAS,SITIO WEB,Procedente,8
2020,7,Julio,Litoral Gas S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,SITIO WEB,Improcedente,10
2020,7,Julio,Litoral Gas S.A.,Santa Fe,I - FACTURACION Y GESTION DE DEUDAS,SITIO WEB,Improcedente,49
2020,7,Julio,Litoral Gas S.A.,Santa Fe,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,259
2020,7,Julio,Litoral Gas S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,50
2020,7,Julio,Litoral Gas S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,113
2020,7,Julio,Litoral Gas S.A.,Santa Fe,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,738
2020,7,Julio,Litoral Gas S.A.,Santa Fe,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,ENARGAS,Improcedente,1
2020,7,Julio,Litoral Gas S.A.,Santa Fe,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,NOTA SIMPLE,Procedente,1
2020,7,Julio,Litoral Gas S.A.,Santa Fe,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Procedente,8
2020,7,Julio,Litoral Gas S.A.,Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Procedente,7
2020,7,Julio,Litoral Gas S.A.,Santa Fe,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Improcedente,13
2020,7,Julio,Litoral Gas S.A.,Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Improcedente,1
2020,7,Julio,Litoral Gas S.A.,Santa Fe,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,SITIO WEB,Procedente,3
2020,7,Julio,Litoral Gas S.A.,Santa Fe,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,SITIO WEB,Improcedente,4
2020,7,Julio,Litoral Gas S.A.,Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,64
2020,7,Julio,Litoral Gas S.A.,Santa Fe,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,370
2020,7,Julio,Litoral Gas S.A.,Santa Fe,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,478
2020,7,Julio,Litoral Gas S.A.,Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,63
2020,7,Julio,Litoral Gas S.A.,Santa Fe,III - GESTION DE PRESTACIONES,CORREO POSTAL,Improcedente,1
2020,7,Julio,Litoral Gas S.A.,Santa Fe,III - GESTION DE PRESTACIONES,ENARGAS,Procedente,6
2020,7,Julio,Litoral Gas S.A.,Santa Fe,III - GESTION DE PRESTACIONES,ENARGAS,Improcedente,8
2020,7,Julio,Litoral Gas S.A.,Santa Fe,III - GESTION DE PRESTACIONES,NOTA SIMPLE,Improcedente,2
2020,7,Julio,Litoral Gas S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,TELEFONICO,Procedente,1
2020,7,Julio,Litoral Gas S.A.,Santa Fe,III - GESTION DE PRESTACIONES,TELEFONICO,Procedente,1
2020,7,Julio,Litoral Gas S.A.,Santa Fe,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,1
2020,7,Julio,MetroGAS S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,CORREO ELECTRONICO,Procedente,2
2020,7,Julio,MetroGAS S.A.,Ciudad Autónoma de Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,CORREO ELECTRONICO,Procedente,4
2020,7,Julio,MetroGAS S.A.,Ciudad Autónoma de Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,CORREO ELECTRONICO,Improcedente,2
2020,7,Julio,MetroGAS S.A.,Ciudad Autónoma de Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Procedente,1
2020,7,Julio,MetroGAS S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Procedente,1
2020,7,Julio,MetroGAS S.A.,Ciudad Autónoma de Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Improcedente,2
2020,7,Julio,MetroGAS S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Improcedente,1
2020,7,Julio,MetroGAS S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,DE OFICIO,Procedente,2
2020,7,Julio,MetroGAS S.A.,Ciudad Autónoma de Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,DE OFICIO,Procedente,1
2020,7,Julio,MetroGAS S.A.,Ciudad Autónoma de Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,DE OFICIO,Improcedente,3
2020,7,Julio,MetroGAS S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Procedente,54
2020,7,Julio,MetroGAS S.A.,Ciudad Autónoma de Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Procedente,89
2020,7,Julio,MetroGAS S.A.,Ciudad Autónoma de Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Improcedente,142
2020,7,Julio,MetroGAS S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Improcedente,88
2020,7,Julio,MetroGAS S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Procedente,1
2020,7,Julio,MetroGAS S.A.,Ciudad Autónoma de Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Procedente,2
2020,7,Julio,MetroGAS S.A.,Ciudad Autónoma de Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,202
2020,7,Julio,MetroGAS S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,67
2020,7,Julio,MetroGAS S.A.,Ciudad Autónoma de Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,107
2020,7,Julio,MetroGAS S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,56
2020,7,Julio,MetroGAS S.A.,Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,ENARGAS,Procedente,3
2020,7,Julio,MetroGAS S.A.,Ciudad Autónoma de Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,ENARGAS,Procedente,4
2020,7,Julio,MetroGAS S.A.,Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,ENARGAS,Improcedente,7
2020,7,Julio,MetroGAS S.A.,Ciudad Autónoma de Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,ENARGAS,Improcedente,6
2020,7,Julio,MetroGAS S.A.,Ciudad Autónoma de Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,594
2020,7,Julio,MetroGAS S.A.,Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,1029
2020,7,Julio,MetroGAS S.A.,Ciudad Autónoma de Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,1123
2020,7,Julio,MetroGAS S.A.,Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,794
2020,7,Julio,MetroGAS S.A.,Ciudad Autónoma de Buenos Aires,III - GESTION DE PRESTACIONES,CORREO POSTAL,Improcedente,1
2020,7,Julio,MetroGAS S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,ENARGAS,Procedente,12
2020,7,Julio,MetroGAS S.A.,Ciudad Autónoma de Buenos Aires,III - GESTION DE PRESTACIONES,ENARGAS,Procedente,24
2020,7,Julio,MetroGAS S.A.,Ciudad Autónoma de Buenos Aires,III - GESTION DE PRESTACIONES,ENARGAS,Improcedente,23
2020,7,Julio,MetroGAS S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,ENARGAS,Improcedente,12
2020,7,Julio,MetroGAS S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,TELEFONICO,Procedente,16
2020,7,Julio,MetroGAS S.A.,Ciudad Autónoma de Buenos Aires,III - GESTION DE PRESTACIONES,TELEFONICO,Procedente,10
2020,7,Julio,MetroGAS S.A.,Ciudad Autónoma de Buenos Aires,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,11
2020,7,Julio,MetroGAS S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,10
2020,7,Julio,Naturgy BAN S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,CORREO ELECTRONICO,Procedente,8
2020,7,Julio,Naturgy BAN S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,CORREO ELECTRONICO,Improcedente,43
2020,7,Julio,Naturgy BAN S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Procedente,11
2020,7,Julio,Naturgy BAN S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Improcedente,57
2020,7,Julio,Naturgy BAN S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,SITIO WEB,Procedente,173
2020,7,Julio,Naturgy BAN S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,SITIO WEB,Improcedente,32
2020,7,Julio,Naturgy BAN S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,2045
2020,7,Julio,Naturgy BAN S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,256
2020,7,Julio,Naturgy BAN S.A.,Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,ENARGAS,Procedente,19
2020,7,Julio,Naturgy BAN S.A.,Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,ENARGAS,Improcedente,20
2020,7,Julio,Naturgy BAN S.A.,Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,2178
2020,7,Julio,Naturgy BAN S.A.,Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,1080
2020,7,Julio,Naturgy BAN S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,CORREO ELECTRONICO,Procedente,5
2020,7,Julio,Naturgy BAN S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,CORREO ELECTRONICO,Improcedente,23
2020,7,Julio,Naturgy BAN S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,ENARGAS,Procedente,7
2020,7,Julio,Naturgy BAN S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,ENARGAS,Improcedente,32
2020,7,Julio,Naturgy BAN S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,SITIO WEB,Procedente,6
2020,7,Julio,Naturgy BAN S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,SITIO WEB,Improcedente,6
2020,7,Julio,Naturgy BAN S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,TELEFONICO,Procedente,30
2020,7,Julio,Naturgy BAN S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,21
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Río Negro,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Procedente,12
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Procedente,1
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Neuquén,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Procedente,8
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Chubut,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Improcedente,31
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Tierra del Fuego Antártida e Islas del Atlántico Sur,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Improcedente,8
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Neuquén,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Improcedente,37
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Santa Cruz,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Improcedente,11
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Improcedente,5
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Río Negro,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Improcedente,75
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Neuquén,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Procedente,2
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Chubut,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Procedente,1
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Neuquén,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Improcedente,13
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Improcedente,5
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Tierra del Fuego Antártida e Islas del Atlántico Sur,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Improcedente,5
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Río Negro,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Improcedente,12
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Chubut,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Improcedente,11
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Santa Cruz,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Improcedente,2
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Neuquén,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Procedente,1
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Tierra del Fuego Antártida e Islas del Atlántico Sur,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Procedente,2
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Río Negro,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Procedente,1
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Santa Cruz,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Procedente,1
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Chubut,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Improcedente,3
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Santa Cruz,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Improcedente,8
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Neuquén,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Improcedente,1
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Río Negro,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Improcedente,1
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Río Negro,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,151
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Chubut,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,32
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Neuquén,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,104
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Tierra del Fuego Antártida e Islas del Atlántico Sur,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,9
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Santa Cruz,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,5
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,5
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Río Negro,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,504
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,28
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Chubut,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,292
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Tierra del Fuego Antártida e Islas del Atlántico Sur,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,57
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Neuquén,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,435
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Santa Cruz,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,85
2020,8,Agosto,Camuzzi Gas del Sur S.A.,Chubut,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,CORREO POSTAL,Procedente,1
